tweet_id,tweet_date,tweet_source,tweet_text,tweet_url,tweet_picture_predicted,tweet_favorites,tweet_retweets,user_followers,dog_stage,dog_breed,confidence_level,rating_numerator,dogs_count,dog_name,dog_gender
666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,401,208,4484777,None,Italian_greyhound,0.618316,10.0,1,Octaviath,
666786068205871104,2015-11-18 01:12:41,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,798,517,4484777,None,,0.0,2.0,1,,
666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,249,94,4484777,None,English_setter,0.32879200000000003,8.0,1,Jockson,male
666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,536,263,4484777,None,miniature_schnauzer,0.496953,9.0,1,Jeph,male
666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,264,103,4484777,None,Maltese_dog,0.359383,12.0,1,,
666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,222,82,4484777,None,Airedale,0.448459,10.0,2,,
666837028449972224,2015-11-18 04:35:11,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,849,577,4484777,None,,0.0,3.0,1,,
666983947667116034,2015-11-18 14:18:59,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,2658,1035,4484777,None,,0.0,11.0,1,Pepe,
666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,255,101,4484776,None,Rottweiler,0.0624899,10.0,1,Carll,male
667012601033924608,2015-11-18 16:12:51,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,467,237,4484776,None,,0.0,9.0,1,Klevin,male
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,197,52,4484776,None,golden_retriever,0.765266,12.0,1,,
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,226,57,4484775,None,Chesapeake_Bay_retriever,0.825678,10.0,1,Keet,male
667065535570550784,2015-11-18 19:43:11,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,174,50,4484775,None,,0.0,8.0,1,,
667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,422,131,4484775,None,Chihuahua,0.483682,10.0,1,,male
667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,345,131,4484775,None,Chihuahua,0.959514,7.0,1,Clybe,male
667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,345,134,4484775,None,Pembroke,0.741563,10.0,1,Gabe,male
667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,4815,2358,4484775,None,West_Highland_white_terrier,0.747713,10.0,1,,male
667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,49455,18125,4484775,None,toy_poodle,0.535411,12.0,1,Pipsy,male
667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,267,66,4484775,None,golden_retriever,0.471351,11.0,1,Bradlay,male
667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,2800,1226,4484775,None,miniature_pinscher,0.140173,10.0,1,Churlie,
667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,233,98,4484775,None,giant_schnauzer,0.8412649999999999,10.0,1,Kenneth,male
667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,261,87,4484775,None,toy_poodle,0.266437,9.0,1,Clarence,male
667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,636,482,4484646,None,soft-coated_wheaten_terrier,0.318981,4.0,1,,
667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,200,58,4484775,None,vizsla,0.25924899999999995,8.0,1,,
667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,14986,6566,4484775,None,golden_retriever,0.949892,10.0,1,Timison,male
667188689915760640,2015-11-19 03:52:34,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,781,446,4484775,None,,0.0,10.0,1,,
667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,411,114,4484775,None,Rottweiler,0.28364,12.0,1,,
667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,514,257,4484775,None,golden_retriever,0.462556,9.0,1,Genevieve,female
667861340749471744,2015-11-21 00:25:26,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,254,84,4484773,None,malamute,0.967275,9.0,1,Cheryl,
667866724293877760,2015-11-21 00:46:50,Twitter for iPhone,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,https://twitter.com/dog_rates/status/667866724293877760/photo/1,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,3147,1099,4484773,None,,0.0,10.0,1,Shaggy,male
667873844930215936,2015-11-21 01:15:07,Twitter for iPhone,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,https://twitter.com/dog_rates/status/667873844930215936/photo/1,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,662,437,4484773,None,,0.0,10.0,1,,
667878741721415682,2015-11-21 01:34:35,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,409,127,4484773,None,miniature_pinscher,0.106003,2.0,1,Tedrick,male
667885044254572545,2015-11-21 01:59:37,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,861,523,4484773,None,malamute,0.0885297,10.0,1,Stu,
667886921285246976,2015-11-21 02:07:05,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1994,1168,4484773,None,Pomeranian,0.8004319999999999,11.0,1,Erik,male
667902449697558528,2015-11-21 03:08:47,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,893,394,4484772,None,Norwegian_elkhound,0.298881,9.0,1,Cleopatricia,female
667911425562669056,2015-11-21 03:44:27,Twitter for iPhone,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,https://twitter.com/dog_rates/status/667911425562669056/photo/1,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,520,325,4484772,None,,0.0,5.0,1,,
667915453470232577,2015-11-21 04:00:28,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,221,59,4484772,None,boxer,0.196655,10.0,1,Otis,male
667924896115245057,2015-11-21 04:37:59,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,318,119,4484772,None,Labrador_retriever,0.209051,9.0,1,Jiminy,male
667937095915278337,2015-11-21 05:26:27,Twitter for iPhone,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,https://twitter.com/dog_rates/status/667937095915278337/photo/1,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1348,854,4484772,None,,0.0,3.0,1,,
668113020489474048,2015-11-21 17:05:31,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,703,264,4484772,None,Pembroke,0.548896,6.0,1,Alfie,
668142349051129856,2015-11-21 19:02:04,Twitter for iPhone,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,https://twitter.com/dog_rates/status/668142349051129856/photo/1,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,591,306,4484772,None,,0.0,2.0,1,,
668154635664932864,2015-11-21 19:50:53,Twitter for iPhone,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,https://twitter.com/dog_rates/status/668154635664932864/photo/1,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,518,335,4484772,None,,0.0,9.0,1,,
668171859951755264,2015-11-21 20:59:20,Twitter for iPhone,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,https://twitter.com/dog_rates/status/668171859951755264/photo/1,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,522,207,4484771,None,Chihuahua,0.664834,7.0,1,Alfonso,
